UUID,background_key_words
0e41b8d9-98e3-4abb-ad5c-75327dc8f516,"139Critical,274PNICS,BaldiReader2022-springICS,C,C++,CS,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenICS,Critical,GasskoReader2021-fallICS,GasskoReader2022-winterCS,ICS,ICS139,Linux,Windows,YoungTA2022-fall"
53d7798a-1ced-40d4-95fc-d193ef79ad3f,"32APython,43YA+ICS,AWS,Azure,C/C++,CA,CSS,Certified,Champion,Chris,Cloud,Code,ComputingDr,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenCS,Courses,Docker,Flask/Django,Go,HTML,ICSE,Java,JavaScript,Kubernetes,Linux,Linux-based,Muheymin-Us-SakibTA2023-summerSWE,MySQL,PHP,PiechTA2023-spring,Python,RifatTA2020-winterICS,SCORE,Windows,developer,engineer,engineering,international"
c0b701c0-1132-49f5-a7ef-985777d38ef4,"003NICS,005YAICS,006BYAICS,100SCIENTIFIC,AghasiReader2020-springICS,Canvas,Computer,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenEECS,D.TA2021-springBIOSCI,D.TA2022-summer,EECS,ICS,Java,LOGICHadar,OpenCV,Python,SOCGARDNER,TA,TECH,WRITINGCAMERINI,ZivTA2021-winterICS,engineer,engineering"
45b5c2fa-6a33-4783-ba14-921687f335aa,"133YA+ICS,Angular,CS122A,CSS,Course,CourseTakenGradeINF,HTML,Python,Windows"
ce843b33-663e-4b64-9bc3-601ea7684bb2,"Course,CourseTakenGradeINF,HTML/CSS,Java,Javascript,Linux,Python,SQL,Windows"
f2f000e0-8172-406f-a5f8-5701af5531a1,"117YACS,122BYACS,143AYACS,171PROJECT,C,C++,COMPUTER,Centos,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,DISC,GOPIReader2023-winterCS,Java,Linux,MIHAILReader2022-fallICS,SQL,TA,USTC,Ubuntu,VHDL,VISIONCharless,Windows"
1249097a-3e22-42c6-98d4-ceff6e5fc551,"20COMP,45JNICS,C,C++,CS232,CS237,Course,CourseTakenGradeICS,CourseTitleInstructorPositionWhenINF,DIGITAL,DangTA2021-fallEECS,DangTA2022-winter,Java,Linux,MATLAB,NavarroTA2022-springICS,NavarroTA2023-fallEECS,Python,SQL,Windows,communication"
4be6ffca-2c14-4957-b72b-06a19bf9475b,Course
a81932e1-9ec6-4596-9871-c5ea7ce59012,"110STATS,120ANSTAT,200APNSTAT,200AYA+STAT,Course,CourseTakenGradeSTAT,CourseTitleInstructorPositionWhenSTAT,DATA,GulesserianReader2022-fallSTAT,MorrowReader2023-winterSTAT"
3fdd32d6-5166-4c8d-a592-639eac8f84c3,"178YAICS,273AYACS,273CNeural,33YAICS,C/C++,CN-EN,COMP-202,COMP-208,Canada,Championship,Computer,Computing,ComputingMcGill,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,ECSE-343,ECSE-420,ECSE-444,ECSE-552,English,Java,Linux,Python,TA,UniversityTA2021-fall,UniversityTA2022-fallCS,UniversityTA2022-winterICS,VHDL,Windows"
f81ca633-5edf-492b-937c-d2b9c5e15552,"178YA+CS,184AYACS,274CDeep,274EYAICS,6NComputational,BaldiTA2022-springICS,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenICS,HarrisTA2022-summer,HarrisTA2022-winterCS,MeenakshisundaramTA2021-fallCS,Python,algebraGopi"
bb1d8b55-fc85-4d32-8d45-908e8121a952,"161YICS,32YAICS,6BYA+CS,Angular,ApplChen,CUCS,Chinese,Computer,Course,CourseTakenGradeCS,CourseTitleInstructorPositionWhenCS,Courses,G.TA2023-winterCS,ICS,Java,KlefstadTA2022-fallICS,LiTA2023-spring,Linux,SQL,UCI"
65048e9f-fb9f-4273-9c68-58e2c282290e,"CSS,Course,CourseTakenGradeINF,CourseTitleInstructorPositionWhenINF,HTML,Human-Computer,Java,JavaScript,Python,UCI,Windows"
a71299e7-4c3d-4db4-9c71-8f70674cea6e,"110NSTAT,120ANSTAT,6NSTAT,C,C++,Course,CourseTakenGradeSTAT,SQL,TA,Windows,taught/TAed"
c44cd1b8-8f10-4762-bb9e-4ed9c519bfd2,"132YACS,178YACS,232YACS,C++,Computer,Course,CourseTakenGradeCS,Java,Linux,Python,SQL,Windows"
