UUID,Area of Expertise,Programming,Past Experience,Course Prefs
2b020019-8553-419a-8be2-c1fb8386e75b,"Working knowledge in software engineering, web development, mern stack, mentoring new joiners in company  Cloud fundamentals, data structures, testing, mobile programming, engineering math, javascript, Java, python,","Used c and c++ during early Diploma days but quite capable.  Using Java since over 6 years from diploma college.   Using javascript since over 5 years and have 2 years of professional working knowledge.  Have good proficiency with working in macos (working in company since 2 years) and windows (using since childhood) and workable proficiency with Linux. (Used during college days)   Experience with working MySQL, plsql, mongodb",,CourseTakenGradeCS 122BN0.0CS 238PN0.0CS 220PN0.0ICS 45JN0.0
12f2faae-b01d-43de-af28-1448d4e08d55,"Programming languages: Python (fluent), C/C++ (familiar), JavaScript (familiar) Database: MySQL, MongoDB Cloud: Amazon S3, EC2, RDS Misc: Git, Docker  Expertise areas - Python, web development (backend), compilers  Grad coursework - 260P Algorithms (A), 271P Intro to AI (A), 253P Adv Programming and Problem solving (A+), 242P Compilers (In progress), 273P Machine Learning and Data mining (in progress)  Capstone 295P - Working with Min-Yih Hsu (Ph.D. student under Prof. Michael Franz) on TableGen Formatter for LLVM.  - Conducted a one-week (online) session on “Machine Learning & Big Data Analytics” for 50+ students as an alumnus of my undergrad college - Conducted a ""Hands-on session with Github"" for junior year students - Undergrad coursework: Advanced algorithms (A+), Data Structures (A+), System programming and compiler construction (A+), Machine learning, Artificial and Soft computing (A+), Operating system (A+),  Big data analytics, Data warehousing and mining, Object-oriented programming (A+)","2 years of professional work experience as Software Engineer in Python, MySQL, MongoDB, Windows, Linux, Snowflake data warehouse  - 9 months of research experience as a Research Intern at Indian Institute of Technology Bombay; developed the front end for Synergistic Program ANalyzer (SPAN) - Devised a high-level language (specDFA) to allow non-programmer users to specify data flow analyses intuitively - Added compatibility for specDFA in SPAN by implementing a source-to-source compiler to convert a specDFA specification into an equivalent analysis in Python",,CourseTakenGradeCS 142AYA+CS 161YA+CS 162YA+CS 122AYA+
8d0ebfb6-eb04-406d-ae82-fb6b2c5169cd,"Area of Expertise - Data Structures and Algorithms, Programming Language, Python, ReactJS, JavaScript, Node, Database I have experience teaching high school mathematics courses as well as Python programming. I have previously served as a Teaching Assistant for Human Computer Interaction course in my undergraduate university. I have experience at Microsoft working in a cross functional scrum team in languages such as React, C# and .NET Framework. Familiar with best software engineering practices. I am strong in Mathematics and statistics as well.","4 years undergraduate experience in Java, C, C++, SQL, Linux and Windows OS. Proficient in Python, Mathematics, SQL, MongoDB, C, C++, Java, JavaScript",,CourseTakenGradeINF 131NINF 117NINF 101NINF 43N
ae16e484-044e-4b3f-a9fa-73dfbf55b783,"I specialize in coding with Python and possess a deep understanding of various subjects. My passion lies in courses related to Machine Learning and Artificial Intelligence. Additionally, I excelled during my Bachelor's in Computer Engineering, achieving a CGPA of 9.91 out of 10.","I have 2 months of hands-on experience in Java, specifically working with the Spring framework. Additionally, I have 4 months of experience in SQL. Over the course of 4 years, I have gained significant knowledge and familiarity with the Windows operating system. Moreover, I am well equipped with the Python programming language and I also have experience of 6 months working with blockchain technology and solidity language.",,CourseTakenGradeCS 271PYCS 253PYCS 238PYCS 220PY
421be748-f0f8-4d5a-ab5c-0e5142bc3ab3,"Areas of expertise: Broadly worked on machine learning, statistical data analysis, web development, software engineering and visual analytics. 1. General Python and R - I've worked with many key data processing packages in the same (such as pandas, numpy, dplyr). 2. Have worked extensively with healthcare data (Disease burdens/DALYs etc.) during my tenure at McKinsey, especially in the brain health domain. Was part of the McKinsey Health Institute's efforts to understand and improve mental health over the globe. Predominantly worked in R. 3. Developing web dashboards using Dash (with HTML/CSS and Plotly, in Python. In this context, have worked with data pertaining to insurance/finance and the metrics used to assess performance in such companies. 4. Geo-spatial analytics in Python, and effectively utilizing Geo-analysis packages to obtain and process satellite data, subsequently used to build relevant models using Machine Learning. 5. Database design and modeling in SQL - I've worked on this at McKinsey and also taken Professor Carey's course in Fall 2022. 6. Familiar with software design in Java, and agile principles. Currently using Java extensively to build a software application for a start-up, as part of my capstone project.  7. Have developed and written several user guides and manuals for the tools I was involved in building (some of my technical writing samples are available at www.rpubs.com/pranavi). An avid writer, also experienced in essay and article writing (can share samples if needed). 8. Posses experience in teaching underprivileged children elementary English and Social Studies, as part of a community effort to improve literacy.","On a scale of 1-10 (with 1 being the least experience and 10 the most): 1. Java - 7/10 - Currently using it extensively to build a software application for a start-up, as part of my capstone project.  2. SQL - 8/10 - Comfortable with SQL, and enjoy working with data/databases in general. 3. Linux shell - 7/10 - Comfortable with Linux/shell and Windows. Have used Ubuntu quite extensively 4. Python and R - 9/10 - Significant experience in Python and R for all data related work including cleaning, processing, statistical analysis/modeling and machine learning. 5. Proficient at professional writing - worked at it significantly during my time at McKinsey. I enjoy writing in general, both the technical and non-technical kind.",,CourseTakenGradeICS 139WN-ICS 31NICS 32NICS 33N
0a367eaa-46f6-4abe-a4be-1da28d764119,Bayesian statistics. Machine learning. Data science,I'm able to use Java to implement simple tasks like a chess game.  I'm familiar with the macOS operating system as I've been using the mac as my main working machine. I'm expertized in R and python since most of my studies were based on them.,,CourseTakenGradeSTAT 200YA-STAT 201YASTAT 210YA
b0ad675b-404d-48c4-8f82-91071c03cdda,"I consider my area of expertise is in software development and machine learning. I am also well-equipped in the web application development space. Through professional experiences and personal projects, I am constantly learning about new and interesting tools and technologies related to this intersection, with a special passion and focus on healthcare technologies. My strengths include proficiency in languages such as Python and C/C++. I have worked with these languages enough to be well-versed with their nuances, and I have a strong grasp on data structures and algorithms as well. Through multiple data-related courses and projects, SQL is another skill I've built upon. I am competent in multiple frameworks such as PostgreSQL, MySQL and NoSQL. Of course, the application and use of data in machine learning is one of my focus areas. During my undergraduate degree, I was a subject matter expert (SME) in the Machine Learning club, where I led workshops and delivered seminars to classes of 40+ students, a couple of them being held remotely. With experience in multiple sister domains such as NLP, Computer Vision and Reinforcement Learning, I believe I offer a diverse skill set. As a teaching assistant in the C++ programming course during my Bachelor's, I regularly helped students with doubts and clarifications. I often created documents with useful resources to aid the learning of concepts too. Additionally, I communicate ideas well in a written format, which I think could be a useful skill as well. Sharing what I've learnt in a concise and helpful manner is an ability I've built over the years, not just through formal teaching experiences, but through the natural process of helping my peers. I am excited by the opportunity to aid the learning of other students.","As mentioned above, I have a strong grasp on C/C++ and SQL, through formal coursework and practical applications. I have built on my skills in C/C++ since high school, and I have worked with SQL regularly for various projects since the very first year of my undergraduate program, so I believe I am well-versed in the fundamentals of these languages. My experience in multiple database management systems such as PostgreSQL, MySQL, SQLite and NoSQL (MongoDB) would hold me in good stead as well. I do have some experience with Java programming too, though I have not used it regularly. However, if necessary, I could definitely pick it up again.  Operating systems that I am experienced in include Windows and Linux (Ubuntu). I have carried out quite a bit of my development work on Linux environments successfully, so working with the command line is quite natural. Of course, Windows has been my everyday operating system of choice and I understand both of these operating systems well.  Additionally, I am proficient in web development languages such as HTML, CSS and Javascript. Python is another language I believe I would be well-equipped to aid teaching in.",,CourseTakenGradeINF 171NINF 131NICS 80NICS 31N
f286aeda-3f7e-4ce7-994a-34dfd5f47df4,/,"Python, R, MATLAB",,CourseTakenGradeSTAT 120N
715ef73e-62ce-454e-9a32-5ed3d9ecfa3d,"Machine learning, statistics, probability, linear algebra, optimization, scientific computing, generative modeling, game theory.",Java - Proficient C/C++ - Somewhat proficient SQL - Advanced proficiency Python - Expert Proficiency Linux - Advanced Proficiency Mac - Advanced Proficiency Windows - Proficient CUDA - Proficient LaTex - Advanced Proficiency,,
e319f805-df8d-477f-8814-3ad3a046ccfe,"I specialize in Database Management Systems and programming with a strong background in SQL. With 2 years of professional experience as a developer, I have honed my skills in SQL and gained valuable hands-on experience. During my undergraduate studies, I worked on various projects involving SQL, further solidifying my expertise in this area. Additionally, I am proficient in Java programming language, which has allowed me to develop robust and scalable applications.  Driven by a passion for Artificial Intelligence and Machine Learning, I have completed a Professional Course in Artificial Intelligence certified by IBM. This has provided me with a solid foundation in AI and ML concepts, algorithms, and techniques. Recently, I had the opportunity to showcase my skills in a Capstone project where I built a Job tracking application. I utilized a tech stack consisting of NodeJS, React, Python (Machine Learning), AWS, and MongoDB to create a comprehensive solution. This project allowed me to apply AI and ML principles to enhance the functionality of the application.  In addition to my technical expertise, I have teaching experience which has helped me develop strong communication and mentoring skills. I am able to effectively convey complex concepts to students and assist them in their learning process. Overall, my combination of hands-on experience, educational background, and passion for AI and ML makes me well-equipped to contribute to projects in this field.","I have accumulated 2 years of professional experience specializing in SQL. Additionally, I possess a high level of proficiency in JAVA, with a programming background spanning 6 years. Over the course of my career, I have gained valuable experience working with both Linux and Windows operating systems.  In terms of database management, I have developed a strong knowledge base and acquired professional experience in working with HANA databases. This expertise allows me to effectively handle data storage, retrieval, and optimization tasks.  Currently, I am working as an intern at Veeva Systems, where I am honing my skills as a software developer. Java serves as my primary tech stack in this role. This experience allows me to contribute to the development of innovative solutions while expanding my practical knowledge of Java programming.  Overall, my combination of extensive experience with SQL, proficient Java programming skills, familiarity with multiple operating systems, and expertise in HANA databases positions me well to excel in a variety of roles within the realm of database management systems and software development.",,CourseTakenGradeICS 31NICS 45JNICS 163N
48b6159b-72d5-4579-a192-fe7968b83991,"My areas of expertise are machine learning, data analytics, and IoT with sound knowledge of data structures and operating systems. My research interest is Applied Machine Learning, specifically, Machine Learning for Healthcare. During my undergraduate degree in Computer Science, I have specialized in Cyber-Physical Systems giving me exposure to a wide range of subjects including Cloud Computing and Image Processing, apart from the expertise mentioned above.   I do not have any official teaching experience but have tutored my friends on C++ programming and problem solving.","I am proficient in Python, R, and C++. I've extensively used Python and R for my research projects. I have intermediate proficiency in C, Java, and SQL. I have taken Java programming, and C/C++ courses during my undergrad. SQL was a part of my Database Management Systems course. I’ve worked with different adaptations of C (Matlab, Arduino).    I am proficient with the Windows operating system, command line, and Git. I have a working proficiency with Linux (Ubuntu) and a beginner with MacOS.   Additionally, I have completed the AWS Cloud practitioner certification and have working proficiency in using AWS resources, especially deploying EC2 instances.",,CourseTakenGradeICS 31NICS 9NSTAT 6NICS 32AN
cc4c9c73-906d-4f25-8741-013e66a15ace,"As a software developer with 4 years of experience in the finance industry, my area of expertise lies in building robust and scalable software solutions that cater to the financial domain. I have a strong mathematical background, having completed various courses at IIT Bombay, including Computer Programming and Utilization, Foundation of VLSI CAD, Microprocessors, An Introduction to Number Theory and Cryptography, Data Analysis and Interpretation, Control Systems, Probability and Random Processes, Digital Signal Processing, Signals and Systems, etc. This combination of computer science, electrical engineering, and mathematics has equipped me with a diverse skill set that is invaluable in my software development endeavors.   In Computer Science, my special qualifications include proficiency in various programming languages such as C++, Python, Java, JavaScript, and HTML. I am experienced in both back-end and front-end development, allowing me to architect full-stack applications effectively. I have worked extensively with databases and have expertise in data modeling, query optimization, and handling large datasets.  Though I haven't formally taught online courses, I have mentored and trained junior developers within my team, sharing my knowledge and experiences to support their professional growth. I'm eager to explore teaching opportunities in computer science, programming, mathematics, and finance to contribute to the broader learning community.","I have 3-4 months of JAVA experience and 4 years of experience with VHDL, Scheme, C, and C++.  Furthermore, I have extensive 4+ years of experience working with Linux and Windows. Additionally, I have 4+ years of experience with Python, JavaScript, HTML, and other related technologies, along with 3-4 months of experience with Node.js.",,CourseTakenGradeCS 141YBBCS 143AYBBICS 31YBBICS 9YBB
88aa183e-b575-4daa-bdb4-70fc043ad16a,"Since I was awarded a B.S. in Statistics and Data Science from UCSB in Spring 2023, I would consider introductory statistics, probability theory, computational programming and machine learning to be my area of expertise. I am also comfortable in any mathematics related courses which are required for statistics and/or computer science undergraduates at most universities (ex. Discrete mathematics).  Although I have no special qualifications for computer science, I have taken courses in Python, C++, R, SQL, and SAS. I am still very comfortable with the introductory material for all of these courses.  Online courses: - Tutor at Mathnasium. I taught topics ranging from simple addition and subtraction to high school calculus. Tutored up to 5 students at a time, delivered the lessons online and in person. - Tutor at Saddleback College. I volunteered in the student center to deliver online student tutoring sessions in pre-calculus level mathematics courses, introductory statistics courses, and introductory programming courses in C++/Python.","I have a moderate amount of experience in C++ and SQL. For C++ I would be comfortable explaining any topic up until data structures.  I am very comfortable utilizing the Windows operating system, and have moderate experience troubleshooting in both MacOS and Linux.  I have advanced knowledge of programming in Python and R, intermediate knowledge in the aforementioned C++, SQL and SAS languages. I am also very comfortable using Git version control tools.",,CourseTakenGradeSTAT 7YASTAT 8NSTAT 67NSTAT 110YA
c9ba97ee-2ef5-4bf0-bf71-4c230303d171,"My area of expertise lies in full-stack web development, with a particular focus on using Angular and React.js for the frontend and Python (Flask) for the backend. I have gained valuable experience in this field during my 2-year tenure as a full-stack web developer at Morgan Stanley. Throughout my time there, I successfully developed and deployed numerous web applications and reports.  Additionally, I have a strong background in working with Microsoft SQL Server as a database, where I have created and optimized stored procedures to enhance the performance and efficiency of data operations.  Furthermore, I possess skills in data visualization, specifically using Tableau. I have developed multiple Tableau dashboards that are utilized by higher management to derive actionable insights and make informed decisions.  In terms of teaching experience, I have had the opportunity to contribute to delivering a bootcamp during my undergraduate days. In this capacity, I assisted in instructing participants on creating chatbots using DialogFlow. Moreover, I have volunteered in various sessions related to Capture The Flag (CTF) events, where I shared my knowledge and expertise with others.  While I have not explicitly mentioned online teaching experience, the combination of my technical expertise, practical experience, and involvement in educational activities indicates my ability to effectively teach computer science concepts and technologies.","I have approximately two years of experience working with Java, primarily gained during my undergraduate studies while solving problems on platforms such as Leetcode and HackerRank. This experience has allowed me to strengthen my problem-solving skills and develop a solid understanding of Java's syntax and core concepts.  In terms of database experience, I have extensive knowledge and practical experience with SQL, specifically with Microsoft SQL Server. During my time at Morgan Stanley, I worked extensively with SQL to create stored procedures and write optimized recursive queries. I have successfully tackled complex tasks, such as traversing large graphs with thousands of nodes, using SQL.  Regarding operating systems, I have been using Linux as my primary operating system for development purposes for approximately five years. This has provided me with in-depth knowledge of Linux environments, command-line tools, and shell scripting, enabling me to efficiently navigate and work within Linux systems.  Furthermore, I have gained significant experience with Python, having developed multiple automation scripts and REST APIs that have been deployed to production environments. Python is a language I feel very comfortable with, and I can leverage its extensive libraries and frameworks to tackle various tasks efficiently.  In the realm of web development, I am well-versed in JavaScript. I have been utilizing Angular and React.js frameworks to create web applications for a considerable period of time. This experience has honed my skills in developing dynamic and interactive user interfaces.",,CourseTakenGradeICS 32AN0.0CS 220PN0.0ICS 33N0.0INF 101N0.0
c2a1dd2b-1e23-409c-bb3c-c004c95554f2,"I have expertise in Software Design, Software Architecture, Discrete Mathematics, Machine Learning, Data Structure, Algorithms, Compilers, Computer Architecture, Operating Systems, Robotics, Digital Design, Microprocessors, Computer Networks and Database Management. I am well-versed in programming languages like Python, C/C#/C++, SystemVerilog, Java, MySQL, Dot Net framework, Angular and MATLAB.  My qualifications in Computer Science are that I have worked as Software Engineer at Larsen and Toubro Infotech (LTI)for 1.5 years to gain industrial experience in the above-mentioned domains. I completed the above courses during my undergraduate years with good grades.   Yes, I have conducted offline (in-person) Robotics workshops during my undergraduate studies.","I successfully completed DotNet Full Stack Developer training at LTI. I have worked on and developed various SQL scripts, Stored Procedures and SSIS packages for retrieval and processing of data in the database using Mycrosoft SQL Server. I also, developed Web APIs for publisher and listener services using C#. I have worked on projects using Raspberry Pi which made me proficient in Python and Linux OS. I have also worked on Arduino and programmed various microcontrollers in C. I have also successfully completed a specialization course in Python on Coursera.",CourseTitleInstructorPositionWhenEECS 160AIntroduction To Control SystemsKeyue SmedleyReader2022-fallINF 115SW Testing and Quality AssuranceJames A. JonesReader2023-spring,
98ad843b-c6ca-4b91-84a9-a5f4c328ce54,"1. Natural Language Processing, Text Generation, Multimodal Sentimental Analysis 2. Crosslingual Semantic Evaluation of Machine Translation is Published on 2021 NACCL,       Guided Automatic Python Code Generation is published on 2023 EACL Workshop 3.  N/A","1. Java-3 years, python-3 years, C++-1 year, SQL-1 year 2. Operated on the Ubuntu, macOS daily. 3. Matlab-2 years, Latex--2 years",CourseTitleInstructorPositionWhenCS 169Intro to OptimizationEric MjolsnessTA2022-fall,CourseTakenGradeCS 273AYAICS 53NN/ACS 178NN/ACS 271PN
83132118-073e-4946-973d-9be9b2b5c47c,"My area of expertise is in Machine Learning and Natural Language Processing. Throughout my academic journey, I have developed a strong foundation in designing and implementing neural networks, and gained extensive knowledge in various deep learning architectures, including CNNs and RNNs, as well as state-of-the-art techniques such as transformer models. I am also well-versed in leveraging pre-trained models, transfer learning, and fine-tuning strategies to improve performance in domain-specific tasks. In addition to machine learning, I am also keenly interested in exploring the intersection of artificial intelligence and systems. While I may not have much experience in system-related AI, I am motivated to dive deeper into this area. I do not have experience teaching online courses.","I have solid experience with C and C++ and used it for developing system level programs during my undergraduate studies. I also have experience with Java, and used it for developing web and mobile applications. I have a foundational knowledge of SQL for database management. As for experience with operating systems, I work extensively with Linux as my primary operating system for development. I am comfortable using the command line, and various Linux utilities and scripting languages such as Bash. I am using Windows and macOS operating everyday but not for development. As for other languages, I have extensive experience with Python, as it has been my primary programming language throughout my academic journey. I am proficient in utilizing popular libraries and frameworks such as NumPy, Pandas, TensorFlow, and PyTorch for machine learning tasks. In addition, I am familiar with R and MatLab statistical modeling and data visualization.",,CourseTakenGradeCS 175NCS 178NCS 171NCS 161N
57dc1577-4464-41a5-a47e-8776682083fe,"As a almost second year PhD student in Statistics, I have been reading some materials in probability, Bayesian, etc. I am very open to other parts of statistical world, and would love to do some methodological work.   I work as a Reader for Stats 67 in Fall Quarter 2021 and as a TA for Stats67 in Winter Quarter 2022.","I have some experience with R, python, and Julia.",CourseTitleInstructorPositionWhenSTAT 67INTRO PROB&STAT/CSDavid ArmstrongReader2021-fallSTAT 67INTRO PROB&STAT/CSDavid ArmstrongTA2022-winterSTAT 7Basic StatisticsLee KuceraTA2022-springSTAT 67INTRO PROB&STAT/CSDavid ArmstrongReader2022-fall,CourseTakenGradeSTAT 67N0.0STAT 68N0.0STAT 112N0.0STAT 120CN0.0
4146b2b5-f534-49dc-b02a-0e6e2f5466e8,"I am now working with Prof. Xiaohui Xie in Computer Science department. My research focus on computer vision projects like 3D hand pose recognition or hand shape and mesh reconstruction. I got a 4.0 GPA in UCI and I am familiar with python and java coding. I took many lectures in CompSci and Stats department and got great score. Moreover, I did teaching assistance 2 quarters in CompSci 45C and CompSci 117 in 2023 winter and spring respectively.","I have much coding experience on java, python, matlab, HTML, CSS, javascript and SQL programming. I can skillfully use java for clasical algorithms and implement small-scale applications such as computers and backgammon games. I used the java web framework Springboot, React and database Mysql to implement a full-stack file management system.",CourseTitleInstructorPositionWhenICS 45CProgramming in C++Ray KlefstadTA2023-winterICS 117Project in Computer VisionCharless FowlkesTA2023-spring,CourseTakenGradeCS 117YACS 171YACS 232NCS 273AN
df52c766-bcdb-422d-8193-6f1b65f3ca67,"Machine Learning, Reinforcement Learning, Algorithms, Optimization, Game Theory","Java, VHDL, Scheme, C, C++, VHDL, and/or SQL - fair Linux, Windows, and/or macOS - fluent python - expert",CourseTitleInstructorPositionWhenCS 161Design and Analysis of AlgorithmsIoannis PanageasTA2022-springCS 295Algorithmic Game TheoryIoannis PanageasTA2022-fallCS 161Design and Analysis of AlgorithmsMichael ShindlerTA2023-winterCS 161Design and Analysis of AlgorithmsIoannis PanageasTA2023-spring,CourseTakenGradeCS 266YACS 273AYACS 161NCS 295YA+
b25a2d30-80af-4a69-8358-c75bddd25ab7,"- Software Testing In my undergraduate years, I have worked on software testing for my capstone project. I implemented software testing practices to validate the correctness of the software.   - Natural Language Processing In my undergraduate years, I was a member of natural language processing laboratory. I studied and researched various topics on NLP, such as language models, part-of-speech tagging, hate speech detection, word embedding. I also participated in an international research program at UC Irvine, where I conducted research on fine-tuning language models for software engineering tasks.   - Discrete Mathematics I find myself proficient in Discrete mathematics. With my enjoyable experiences in Discrete mathematics classes and the great results I’ve achieved there, I consider it my area of expertise. I’ve covered various topics on Discrete mathematics such as logic, set theory, graph theory, boolean algebra etc.  Other than that, I have experience in educating languages, libraries for data analysis, such as Python, Pandas, Scikit-learn, Numpy at a data analysis academic club as an Academic staff.","I have experience in Java, C++, but haven’t used it in a while since it is not my main language. I’m comfortable with MySQL, and had a great result in the database class during my undergraduate studies. I’ve mainly used Windows, but also have experience in using Linux, especially Ubuntu. Currently using macOS.",,CourseTakenGradeINF 115NICS 6DYA+ICS 6BNICS 31YB+
7c040170-3a59-47d9-817d-7ecddd48a247,"I am experienced in C/C++ programming language as it is my primary language. I have a deep understanding and extensive knowledge of C/C++ from various perspectives. Additionally, I have utilized Python for quick development tasks and I am familiar with its usage.  Moreover, I have a strong aptitude for algorithms and data structures, which is demonstrated by my achievement of winning a Silver medal in the ShanDong Province ACM/ICPC competition.  Furthermore, my concentration lies in system and software security. I am well-versed in general security topics such as buffer overflow attacks, return-oriented programming, reverse engineering, basic encryption, network and web security, and more.  Additionally, I served as a TA for ECE188: Secure Computing Systems at UCLA, instructed by Professor Sehatbakhsh.","I am an expert in C/C++ programming languages.   I have 6 years of experience in Windows development and 5 years in Linux development. However, I have only 2 years of experience in MacOS development.  In addition to my C/C++ expertise, I have extensive knowledge of Python, data structures, algorithms, and operating system principles. I am well-versed in IoT development using Arduino and STM32 chips.",,CourseTakenGradeICS 45CYAICS 31YAICS 46YACS 134N
52974af0-b412-4e85-a24a-d4032c623874,"My area of expertise lies primarily within the domain of full-stack web and mobile application development, with a special focus on JavaScript frameworks and cloud deployment strategies. My special qualifications include my extensive hands-on experience with popular development frameworks, such as React.js, Node.js, and Next.js, and my proficiency in languages like Python, Java, JavaScript, and Swift.   Over the course of my academic and professional career, I've had the opportunity to be deeply involved in the development of numerous web and mobile applications. This has allowed me to garner an in-depth understanding of both the client and server sides of applications, including the creation of user-friendly interfaces, robust back-ends, secure transaction systems, and effective database management.  In addition to this, during my studies at the University of Manchester, I worked as a research assistant, which further honed my abilities in technical communication, problem-solving, and project collaboration. It provided me with invaluable experience in guiding others through complex concepts, explaining technical material in a clear and accessible way, and contributing effectively to team objectives. These skills are fundamental to a teaching role and have equipped me to deliver high-quality instruction and assistance to students.  Furthermore, my experience with agile methodologies and tools like JIRA and Confluence, as well as with version control systems like Git, equips me with a nuanced understanding of collaborative software development and project management. These skills have proven invaluable in my previous roles and projects, including my internships at RxPost, the University of California, Irvine, and Landray Software Co., Ltd.  On top of my hands-on experience, my educational background in software engineering has provided me with a strong foundation in core computer science principles, as well as specialized coursework in areas such as data structures and algorithms, database programming, distributed software architecture, software testing and debugging, web programming, GUI programming, and mobile application development. As a dedicated student in the MSWE program, I have acquired a thorough understanding of the course content and got great grades, which will enhance my ability in this TA role.  Regarding online teaching, while I have not formally held an online teaching position, my professional experiences in remote and cross-functional teams, combined with my research assistant role, have honed my ability to communicate and collaborate effectively in virtual environments. I'm comfortable with online platforms and tools and confident in my ability to adapt and deliver high-quality teaching assistance in an online format.  Overall, my strong theoretical knowledge, extensive practical experience, and dedication to fostering a supportive and engaging learning environment position me well to excel as a Teaching Assistant. I am particularly excited to share my passion for software development with students, guide them through complex concepts, and support them in their academic journey.","Programming Skills  • Languages: Proficient in key languages required for the mentioned courses, including JavaScript, Python, and Java. Additional experience with Kotlin, Swift, and SQL.  • Front-end Development: Proficient in creating user-friendly interfaces with HTML5, CSS3, and Tailwindcss. Expertise in JavaScript frameworks, particularly React.js and Next.js, essential for Web Programming and GUI Programming courses.  • Back-end Development: Deep understanding of Node.js and Express, crucial for server-side development. Proficient in managing and implementing RESTful APIs.  • Database Management: Experience with relational and NoSQL databases such as MySQL and MongoDB, key for data storage and management in web, GUI, and mobile applications.  • Mobile Development: Exposure to mobile application development, including Android development with Kotlin, crucial for the Mobile Programming course.  • Testing and Debugging: Familiar with testing frameworks such as Cypress and JUnit, critical for ensuring software reliability and functionality.  • Version Control and Collaboration Tools: Proficient in Git for version control and platforms like GitHub for code collaboration and review. Extensive experience with Agile methodologies and tools like JIRA and Confluence, fostering effective teamwork and project management.  • Cloud Technologies and Deployment: Proficiency in AWS and Azure for cloud computing and deployment services, fundamental for modern web and mobile application development.  • Other Tools: Comfortable with various development tools including VS Code, IntelliJ, Xcode, Android Studio, Maven, Gradle, npm, and yarn, which are all crucial for different aspects of software development and deployment.  With this comprehensive skill set and hands-on experience with these technologies, I am well-prepared to assist students in navigating the challenges and complexities of web, GUI, and mobile programming. My familiarity with these tech stacks not only allows me to provide effective assistance but also helps me bring real-world insights into the learning environment.",,CourseTakenGradeSWE 250PYA+SWE 245PYA+SWE 246PYA+SWE 243PYA+
f04a7fdf-99af-4ebb-a649-c2f7fc21072e,"The area of my expertise in computer science are as follows: 1. Software Engineering 2. Software Testing 3. Program Analysis 4. Software Design 5. Database  No, I do not have experience teaching online courses.","4 years of experience with Java 4 years of experience with C/C++ 5 years of experience with SQL languages 5 years of experience with Linux and macOS  Additional Experiences:  I have 6 years of experience building enterprise web applications using Node.js, Vue.js, MongoDB, and PostgreSQL. I have 2 years of experience with docker, Kubernetes, and elasticsearch platforms. I also have 3 years of experience with AMQP and rabbitMQ.",CourseTitleInstructorPositionWhenINF 115Software TestingIftekhar AhmedTA2022-fall,CourseTakenGradeINF 115NSWE 214Y
c3d82b54-58e7-4451-be3f-55c3a8d17b68,"I conduct research in Human-Computer Interaction (HCI), mainly using qualitative methods. I think I can assist in basic/introductory course of HCI and social aspects of technology. During the Fall quarter of 2021, I was taking a Reader position for a basic course related to web design and building. During the Winter quarter of 2021, I was taking a Reader position for an introductory course related to HCI principles.",,CourseTitleInstructorPositionWhenINF 133User Interface SoftwareMark S. BaldwinReader2021-fallINF 131Human-Computer InteractionElena AgapieReader2022-winterICS 3INTERNET TECH & SOCMark S. BaldwinReader2022-springINF 171INTRO TO HEALTH INFYunan ChenReader2022-fall,CourseTakenGradeICS 3NINF 131NINF 161NICS 5N
